Geneid	Length	pm_1_cyto	pm_2_cyto	pm_3_cyto	pp_1	pp_1_cyto	pp_2	pp_2_cyto	pp_3	pp_3_cyto
ALDH1L1-AS2	2772	0	0	0	0	4	0	1	0	0
ENSG00000287232	3819	0	0	0	0	0	0	0	2	0
ENSG00000250934	5994	0	0	0	0	0	1	0	0	0
ENSG00000251448	2614	0	0	0	0	0	0	0	1	0
ENSG00000287440	1392	0	0	0	0	0	0	0	0	0
KLF15	2814	2	0	4	5	7	20	5	7	1
CFAP100-DT	1186	0	0	0	0	0	0	0	0	0
CFAP100	3382	0	0	0	0	0	0	0	1	0
ENSG00000279328	1774	0	0	0	0	0	0	0	0	0
ZXDC	7329	48	77	46	47	134	34	54	29	46
UROC1	3444	1	1	0	0	0	0	1	1	0
CHST13	1917	8	10	2	9	23	20	12	10	4
C3orf22	2168	1	0	0	0	0	0	1	0	0
RNA5SP138	114	0	0	0	0	0	0	0	0	0
TXNRD3	3780	41	37	8	36	28	39	15	23	25
ENSG00000248557	528	1	0	0	0	0	0	0	0	0
NUP210P1	1194	0	0	0	0	0	0	0	0	0
ENSG00000248850	1118	0	0	0	0	0	0	0	0	0
CHCHD6	2757	1045	1098	344	170	349	232	348	191	289
RCC2P4	1042	0	0	0	0	0	0	0	0	0
ENSG00000280053	3362	0	0	0	0	0	0	0	0	0
PLXNA1	11235	106	101	83	12	293	10	99	17	92
ENSG00000287784	1375	0	0	0	0	0	0	0	0	0
C3orf56	1740	0	0	0	0	0	0	0	0	0
ENSG00000243016	688	0	0	0	0	0	0	0	0	0
ENSG00000289641	571	1	0	0	0	1	3	0	1	0
RNU6-1047P	107	0	0	0	0	0	0	0	0	0
ENSG00000286919	1344	0	0	0	0	0	0	0	0	0
PRR20G	1085	2	1	3	2	0	5	0	2	0
LINC02016	1607	0	0	0	0	0	0	0	0	0
ENSG00000288769	1664	0	0	0	0	0	0	0	0	0
LINC01471	6861	0	0	0	0	0	0	0	0	1
ENSG00000240562	697	0	0	0	0	0	0	0	0	0
LINC02034	760	1	0	0	0	0	0	0	0	0
ENSG00000282860	607	0	0	0	0	0	0	0	0	0
TPRA1	5621	174	199	102	182	206	191	128	131	104
MIR6825	66	0	0	0	0	0	0	0	0	0
MIR7976	66	0	0	0	0	0	0	0	0	0
MCM2	4715	766	632	530	113	857	57	701	78	641
ENSG00000285600	2779	5	6	6	5	17	0	2	1	3
PODXL2	2175	131	106	110	49	262	60	133	42	132
ABTB1	6155	17	18	9	14	55	16	19	11	9
MGLL	11298	62	81	28	55	47	56	31	47	39
ENSG00000287143	1006	0	0	0	0	1	0	0	1	0
KBTBD12	5818	1	0	0	0	0	0	0	0	0
RNA5SP139	117	0	0	0	0	0	0	0	0	0
SEC61A1	4640	620	633	405	207	1094	276	539	234	434
RUVBL1	6998	1300	1185	946	275	1078	271	890	298	761
RNU2-37P	177	0	0	0	0	0	0	0	0	0
RUVBL1-AS1	588	0	0	0	0	0	0	0	0	0
RNU6-823P	103	0	0	0	0	0	0	0	0	0
EEFSEC	2394	211	166	169	115	364	190	147	128	133
ENSG00000285619	696	0	0	0	0	1	0	0	0	0
DNAJB8	3367	0	0	0	0	0	2	0	0	0
DNAJB8-AS1	1798	0	0	0	0	0	0	0	0	0
GATA2	4475	152	138	90	347	309	294	156	199	114
GATA2-AS1	2905	132	97	64	268	100	319	95	274	93
TMED10P2	612	0	0	0	0	0	0	1	0	0
ENSG00000286806	868	0	2	1	0	0	0	0	0	0
LINC01565	2697	0	0	0	0	1	0	0	0	0
RPN1	3965	2248	2305	2644	2835	3372	2474	2583	2266	1619
POU5F1P6	990	2	0	1	0	0	0	0	1	0
RAB7A	7194	439	415	332	394	1091	614	446	499	356
ENSG00000207130	135	0	0	0	0	0	0	0	0	0
MARK2P8	952	0	0	1	0	4	0	2	0	1
FTH1P4	553	0	2	0	1	0	0	0	0	0
RN7SL698P	302	0	0	0	0	0	0	1	0	0
RPS15AP16	361	0	0	0	0	0	0	0	0	2
MARK2P17	841	0	0	0	0	0	0	0	0	0
MARK3P3	727	0	0	0	0	0	0	0	0	0
MARK2P6	897	0	0	0	0	0	0	0	0	0
ENSG00000261159	811	12	9	10	4	17	2	5	1	3
ENSG00000231305	2149	8	10	6	5	18	10	8	3	5
ENSG00000250796	329	0	1	1	0	3	0	1	0	1
ENSG00000287110	3561	39	39	28	6	21	13	22	11	12
ACAD9	11841	522	480	381	167	474	138	368	133	278
CFAP92	12033	30	34	16	22	19	9	28	17	18
ENSG00000279507	228	0	0	0	0	0	0	0	0	0
EFCC1	3273	0	0	0	4	0	1	2	1	0
ENSG00000249505	1159	0	0	0	0	0	0	0	0	0
GP9	877	0	0	0	7	1	5	3	19	1
RAB43	4991	6	3	0	3	2	2	2	0	0
ISY1-RAB43	4868	0	0	0	0	0	0	0	0	0
ENSG00000273174	565	1	0	0	3	1	9	1	2	3
ISY1	3872	329	302	180	327	278	336	244	277	205
ENSG00000288996	1213	18	10	4	6	14	4	8	3	5
ENSG00000273437	335	8	16	8	2	12	6	11	2	7
CNBP	3584	6659	7971	2748	2374	5902	3195	2821	2416	2374
ENSG00000289469	1722	31	50	6	10	20	17	17	8	10
RPS27P12	258	0	0	0	0	0	0	0	0	0
ENSG00000289351	996	0	0	1	0	0	1	0	1	0
COPG1	4425	348	313	256	79	799	105	350	85	273
MIR6826	98	0	0	0	0	0	0	0	0	0
ENSG00000286729	1030	2	3	4	7	6	4	0	5	0
HMCES	2783	161	134	125	181	499	238	141	207	137
H1-10	1516	157	160	148	270	383	324	190	306	127
H1-10-AS1	3420	18	19	8	30	27	64	18	43	13
NUP210P3	388	1	0	0	0	1	0	0	0	1
ENSG00000270492	489	0	0	0	0	0	0	0	0	0
ENSG00000270773	754	0	0	0	1	0	0	2	0	0
ENSG00000244932	517	1	3	0	0	2	2	1	1	5
RPL32P3	5168	777	670	414	144	162	99	424	106	346
SNORA7B	139	13	6	5	5	10	1	2	3	3
EFCAB12	7789	22	10	6	2	13	0	7	1	6
IFT122	23567	221	191	130	55	236	54	155	54	96
MBD4	3353	382	392	185	286	487	339	252	252	193
RHO	2768	0	0	0	0	0	0	0	0	0
H1-8	1303	0	0	0	0	0	1	0	0	0
PLXND1	9557	41	46	32	19	170	21	50	30	41
RN7SL752P	287	0	0	0	0	2	0	0	0	0
ENSG00000248659	474	0	0	1	0	0	0	0	0	0
TMCC1	8243	36	22	31	89	109	99	45	92	50
RNY3P13	102	0	0	0	0	0	0	0	0	0
ENSG00000203644	910	4	5	6	13	28	19	11	14	3
TMCC1-DT	7705	219	235	87	87	87	140	93	119	83
ENSG00000250643	466	1	2	0	1	2	0	1	2	4
TRH	1592	0	0	0	0	1	0	0	0	0
ENSG00000248459	406	2	2	0	1	2	2	1	1	1
ENSG00000284731	219	5	4	3	20	1	24	2	16	1
ENSG00000249869	360	0	0	0	0	0	0	0	0	0
OR7E129P	968	0	0	0	0	0	0	0	0	0
OR7E21P	987	0	0	0	0	0	0	0	0	0
ENSG00000251610	328	0	0	2	0	0	0	0	0	0
ALG1L2	1499	1	1	0	1	0	1	2	4	1
LINC02014	713	2	0	0	4	3	4	1	0	1
FAM86HP	4911	29	29	12	13	49	10	28	12	13
LINC02021	4053	24	26	8	17	23	18	19	21	20
ENPP7P3	241	0	0	0	0	0	0	0	0	0
ENSG00000288111	454	3	5	0	9	1	3	1	1	2
SNRPCP8	211	0	0	0	0	0	0	1	0	0
COL6A4P2	3928	4	7	1	0	8	0	3	0	3
ENSG00000249253	424	0	0	0	0	0	1	0	0	0
COL6A5	9581	14	14	8	8	1	4	5	4	5
COL6A6	8830	1	0	5	1	7	2	5	3	2
PIK3R4	5377	147	101	93	35	317	54	121	48	98
RN7SKP212	328	0	0	0	0	0	0	0	0	0
ENSG00000285631	1616	0	0	2	0	0	0	0	0	0
GSTO3P	718	1	2	0	0	1	0	0	0	1
ATP2C1	8510	113	108	101	71	251	80	117	67	82
ENSG00000284095	1354	0	0	0	0	0	1	0	2	0
ENSG00000250592	340	0	0	0	0	0	0	0	0	0
ENSG00000249098	572	0	1	0	0	1	0	0	0	0
ENSG00000251579	523	0	0	0	0	0	0	0	0	0
ASTE1	3427	32	30	28	56	54	70	40	48	34
NEK11	5355	32	21	13	48	26	35	19	29	12
ENSG00000250129	718	0	0	0	0	0	0	0	0	0
RNU6-726P	107	0	0	0	0	0	0	0	0	0
NUDT16-DT	8656	1	6	3	3	5	8	2	3	3
NUDT16L2P	2526	0	1	0	0	0	0	0	0	0
NUDT16	7029	516	461	251	239	216	237	379	179	329
ENSG00000261167	3473	4	1	3	2	7	1	0	1	1
MRPL3	2715	532	529	473	410	937	431	518	405	379
SNORA58	137	39	38	18	0	1	2	23	0	12
ENSG00000248468	1351	6	11	5	4	12	7	3	5	3
BCL2L12P1	733	2	1	1	0	0	0	0	6	0
CPNE4	6433	1	3	0	3	6	3	3	6	0
ENSG00000251447	115	1	0	0	0	0	0	0	0	0
ENSG00000289118	428	0	0	0	0	0	0	0	0	0
MIR5704	77	0	0	0	0	0	0	0	0	0
PSMC2P1	1310	0	0	0	0	0	3	1	1	1
RPL7P16	738	0	0	0	0	2	1	0	0	1
ACP3	4280	4	6	0	6	10	11	5	7	2
ENSG00000240890	2247	1	0	0	0	0	0	1	0	0
NIP7P2	544	0	0	0	0	0	0	0	0	0
DNAJC13	9630	144	120	127	82	254	93	96	83	96
ACAD11	5033	25	17	16	6	27	3	10	3	10
NPHP3-ACAD11	7789	1	0	0	0	1	0	0	0	0
ACKR4	2669	3	3	2	0	2	0	2	0	3
HSPA8P19	1517	0	0	2	0	0	0	0	0	0
UBA5	8072	158	134	117	121	161	101	92	97	105
NPHP3	11488	46	27	36	48	58	41	40	34	19
NPHP3-AS1	5215	0	1	0	0	0	1	0	0	0
ENSG00000249725	384	0	1	0	0	0	0	0	0	0
TMEM108	8408	21	31	32	30	53	51	50	36	22
TMEM108-AS1	3269	0	0	0	0	0	0	0	0	0
BFSP2	2009	2	0	1	0	0	1	0	0	3
ENSG00000249820	889	0	0	0	0	0	0	0	0	0
BFSP2-AS1	894	0	0	0	0	0	0	0	1	0
ENSG00000214301	682	0	0	0	0	0	0	0	0	0
ENSG00000272832	403	1	0	1	3	0	1	0	0	0
ENSG00000250983	202	0	0	0	1	0	0	0	0	1
ENSG00000201827	130	0	0	0	0	0	0	0	0	0
CDV3	4411	217	201	176	316	451	502	246	346	146
TOPBP1	7337	274	221	196	322	523	413	265	336	223
INHCAP	2686	12	15	8	12	5	10	3	3	4
RNU6-678P	109	0	1	0	1	0	0	0	0	0
RNA5SP140	92	0	0	0	0	0	0	0	0	0
TF	26038	12	2	8	0	6	0	2	2	8
ENSG00000244062	1917	0	0	0	0	0	0	0	0	0
SRPRB	4190	399	443	181	136	351	246	188	151	140
ENSG00000285908	3301	0	2	0	2	1	4	0	2	1
RAB6B	6055	203	175	120	186	289	295	144	208	160
C3orf36	1668	1	0	0	0	0	0	0	0	0
SLCO2A1	5127	5	2	3	14	25	14	6	9	7
LINC02000	640	0	0	0	0	0	1	0	0	0
RYK	8162	65	62	60	114	200	157	67	100	42
HMGB3P14	599	0	0	0	0	0	0	0	0	0
LINC02004	294	0	1	0	2	0	1	2	3	0
ENSG00000260633	1946	0	1	0	1	2	4	1	0	0
RPL39P5	449	0	0	0	0	0	0	0	0	0
AMOTL2	6479	83	82	61	75	196	104	70	86	53
HMGN1P9	298	0	0	0	0	0	0	0	0	0
HMGB3P13	607	0	0	0	0	0	0	0	0	0
ANAPC13	2356	227	186	167	419	468	476	256	426	164
CEP63	24294	154	187	101	84	125	84	113	73	71
ENSG00000288700	7315	4	2	1	0	1	2	0	0	1
ENSG00000249691	883	0	0	0	0	1	0	0	0	0
KY	9001	0	1	2	13	0	4	2	2	1
ENSG00000286982	1505	0	0	0	0	0	0	0	0	0
RNU6-1174P	101	0	0	0	0	0	0	0	0	0
RNA5SP141	120	0	0	0	0	0	1	0	0	0
EPHB1	5843	13	10	16	3	42	12	15	7	13
ENSG00000240086	9663	15	18	4	32	21	25	18	25	16
ENSG00000242222	277	0	0	0	0	0	0	0	0	0
NDUFS6P1	316	0	0	0	0	0	0	0	0	0
PPP2R3A	7785	24	26	17	33	83	45	27	50	19
ENSG00000227267	581	0	0	0	0	1	0	0	0	0
ENSG00000273455	439	0	0	0	0	1	0	0	0	0
MSL2	5411	98	79	71	69	209	41	84	59	74
TDGF1P6	448	0	0	2	0	0	0	0	0	0
ENSG00000244740	376	0	0	0	0	0	0	0	0	0
PCCB	7498	381	293	246	125	732	143	307	129	219
STAG1	7843	33	37	36	49	59	41	44	27	27
RNU6-1284P	100	0	0	0	0	0	0	0	0	0
HMGN1P10	553	0	0	0	0	0	0	0	0	0
RNU6-789P	102	0	0	0	0	1	0	0	0	1
ENSG00000240695	730	5	3	1	36	5	18	8	32	2
STAG1-DT	3151	6	4	7	1	4	0	9	2	1
ENSG00000286915	1002	0	1	1	0	0	0	1	0	0
ENSG00000242968	709	1	0	0	0	0	0	0	0	0
SLC35G2	4283	77	86	72	59	236	78	118	77	96
NCK1-DT	5815	48	53	28	141	85	206	35	107	36
ENSG00000273486	1684	8	3	5	12	8	7	3	0	4
NCK1	5510	101	80	130	730	222	617	136	522	95
RAD51AP1P1	1001	0	0	0	0	0	0	0	1	1
IL20RB	2443	2	3	1	21	3	16	2	15	8
IL20RB-AS1	562	0	0	0	0	0	0	0	0	0
RNA5SP142	122	0	0	0	0	0	0	0	0	0
ENSG00000243886	571	0	0	0	0	0	0	0	0	0
NPM1P17	602	0	0	0	0	0	0	0	0	0
SOX14	2020	0	0	0	0	0	1	0	0	0
LINC01210	3699	0	0	0	0	0	1	0	0	0
ENSG00000261146	4706	0	0	0	0	0	0	0	0	0
HSPA8P9	1943	0	0	0	0	1	0	1	0	0
CLDN18	3715	0	2	1	0	2	0	0	0	0
ENSG00000272609	474	0	0	0	0	0	0	0	0	0
DZIP1L	5045	137	155	70	39	142	45	81	35	82
KRT8P36	1440	5	5	6	2	6	2	3	2	3
A4GNT	1779	0	0	1	0	2	0	0	0	0
ENSG00000286396	118	0	0	0	0	0	0	0	0	0
DBR1	3156	75	82	51	38	131	39	48	34	36
ARMC8	9843	131	159	81	140	244	169	132	196	101
NME9	4119	8	12	7	13	15	19	11	3	2
MRAS	6258	73	72	51	186	126	178	60	176	43
ESYT3	9816	0	3	1	0	4	3	5	3	3
ENSG00000280399	3691	0	0	0	0	5	2	0	0	0
CEP70	4409	194	212	82	101	191	128	135	86	105
FAIM	4072	115	126	78	520	147	580	149	509	103
PPIAP72	504	0	0	0	0	0	0	0	0	1
PIK3CB	7841	62	54	27	62	93	79	34	76	41
GAPDHP39	979	0	0	0	0	0	0	0	0	0
RPL23AP40	390	1	0	0	0	0	0	0	0	0
EEF1A1P25	1267	0	2	0	1	0	1	0	0	2
ATP5MC1P3	410	0	0	0	0	0	0	0	0	0
LINC01391	3889	1	4	3	7	3	7	0	9	4
FOXL2	2914	1	1	2	2	0	0	2	1	2
FOXL2NB	5123	2	5	3	1	4	0	1	0	2
PRR23A	2307	0	0	0	0	0	0	0	0	0
MRPS22	16385	363	362	298	5319	557	5008	385	5040	240
PRR23B	1896	0	0	0	0	0	0	0	0	0
PRR23C	2791	0	0	0	0	0	0	0	0	0
RPL7L1P7	724	0	0	0	0	0	0	0	0	0
BPESC1	3522	0	0	0	1	0	0	0	0	0
PISRT1	531	0	0	0	0	0	0	0	0	0
ENSG00000276304	107	0	0	0	0	0	0	0	0	0
ENSG00000286988	1049	0	0	0	0	0	0	0	0	0
ENSG00000272656	348	0	0	0	0	0	0	0	0	0
COPB2	18721	513	502	377	90	740	112	444	84	342
COPB2-DT	14080	149	130	84	140	89	162	102	127	77
RBP2	845	0	0	0	0	1	0	0	1	1
ENSG00000248790	273	0	0	0	0	0	0	0	0	0
ACTG1P1	1129	1	0	0	0	8	0	2	0	2
RBP1	3905	1156	957	665	326	175	412	867	284	729
NMNAT3	12983	34	18	27	20	12	14	14	9	21
ENSG00000214280	666	0	0	0	0	0	0	0	0	0
RN7SKP124	341	0	0	0	0	0	0	0	0	0
RN7SL724P	271	0	0	0	0	0	0	0	0	0
ENSG00000261763	3945	0	0	0	0	0	0	0	0	0
ENSG00000250543	607	0	0	0	0	0	0	0	0	0
ENSG00000251471	539	0	0	0	0	0	0	0	0	0
TRMT112P5	334	0	0	0	0	0	0	0	0	0
CLSTN2	14596	2	15	3	0	19	1	4	2	1
ENSG00000249290	1059	0	0	0	0	0	0	0	0	0
ENSG00000251058	482	0	0	0	0	0	0	0	0	0
ENSG00000289632	1366	0	0	0	1	0	0	0	0	0
CLSTN2-AS1	2693	1	0	0	0	0	0	1	0	1
ENSG00000249305	144	0	0	0	0	0	0	0	0	0
TRIM42	2514	0	0	0	0	0	0	0	0	0
ENSG00000261826	2709	0	0	0	0	0	0	0	0	0
RPL23AP41	458	0	0	0	0	0	0	0	0	0
SLC25A36	10339	1209	1034	739	586	592	536	892	544	686
ENSG00000248773	393	0	1	1	0	1	0	4	0	0
SPSB4	3795	29	24	15	11	51	32	25	13	21
ENSG00000251270	392	0	0	0	0	0	0	0	0	0
PXYLP1	13343	209	163	107	80	203	115	136	99	118
ENSG00000287155	512	2	1	1	0	1	0	1	0	0
ENSG00000241400	362	0	0	2	0	0	0	0	0	1
ENSG00000249417	422	0	0	0	0	0	0	0	0	0
ENSG00000249540	322	0	0	0	0	0	0	0	0	0
ZBTB38	14243	104	74	67	98	154	136	78	108	67
ENSG00000288585	5800	0	0	0	0	0	0	0	0	0
KRT18P35	1269	0	1	0	3	0	2	0	0	0
RASA2	6003	114	105	84	49	169	69	88	50	57
RASA2-IT1	612	0	0	0	0	0	0	0	0	0
YWHAQP6	304	0	1	0	0	0	0	0	0	2
LINC02618	1327	14	26	14	0	5	0	8	4	5
TPT1P3	512	0	0	0	0	0	0	0	0	0
ENSG00000241526	102	0	0	0	0	0	0	0	0	1
RNF7	3102	1375	1823	368	649	715	1179	495	944	416
ENSG00000285558	756	0	0	0	0	0	0	0	0	0
GRK7	6533	2	0	0	0	0	0	0	0	1
ENSG00000286822	566	0	0	0	0	0	0	0	0	0
HMGN2P25	268	0	0	0	0	0	0	0	2	0
ATP1B3	2617	659	689	541	581	1364	565	638	502	435
RNU6-509P	107	0	0	0	0	0	0	0	0	0
ATP1B3-AS1	376	3	2	1	0	4	0	1	0	2
ENSG00000279147	1841	0	0	0	0	0	0	0	0	0
TFDP2	11897	594	525	326	711	549	625	507	609	373
ENSG00000233597	576	2	3	0	1	0	1	4	0	1
RNU6-425P	102	1	0	0	0	0	0	0	0	0
GK5	12143	78	49	55	34	179	24	77	36	69
XRN1	11982	253	238	173	60	260	69	180	53	123
RNU6-1294P	81	0	0	0	0	1	0	0	0	0
RNU1-100P	165	0	0	0	0	0	0	0	0	0
ATR	27234	97	92	69	31	139	33	74	11	36
ENSG00000242479	2048	0	0	0	0	0	0	0	0	0
ENSG00000244327	765	0	0	0	0	0	0	0	0	0
RPL6P9	859	2	1	1	0	0	0	0	0	0
RNA5SP143	115	0	0	0	0	0	0	0	0	0
PLS1	5288	147	137	122	85	180	55	122	78	102
PLS1-AS1	346	0	0	1	0	0	0	0	0	0
ENSG00000287045	4209	6	0	1	7	3	5	3	2	3
RN7SKP25	308	0	0	0	0	0	0	0	0	0
TRPC1	4808	30	12	15	14	45	25	19	17	15
RNU7-47P	62	0	0	0	0	1	0	0	0	0
PCOLCE2	3533	66	53	33	44	60	38	54	42	32
ENSG00000240950	633	18	30	10	5	4	4	15	3	11
ENSG00000243818	5513	0	0	0	0	0	0	0	0	0
PAQR9	10807	0	0	2	3	9	14	4	6	2
ENSG00000241592	172	0	0	0	0	0	0	0	0	0
PAQR9-AS1	4421	17	20	12	25	4	26	20	19	14
U2SURP	11297	1659	1508	914	367	1152	451	1037	369	809
ENSG00000268129	561	48	55	25	31	9	29	34	23	31
ENSG00000243733	368	0	0	0	0	0	0	0	0	0
CHST2	4142	4	2	3	2	19	6	7	0	2
ENSG00000241679	746	0	0	0	0	0	0	0	0	0
PBX2P1	1291	0	0	0	0	0	1	0	0	0
SLC9A9	4041	13	8	4	14	17	15	8	36	11
ENSG00000240888	441	0	0	0	0	0	0	0	0	0
SLC9A9-AS1	518	0	0	0	0	0	0	0	0	0
SLC9A9-AS2	327	0	0	0	0	0	0	0	0	0
GAPDHP47	999	0	0	0	0	0	0	0	0	0
ST13P15	1107	4	0	4	4	5	5	1	4	4
ENSG00000248374	684	0	0	0	0	0	0	0	0	0
ENSG00000235110	404	0	0	0	0	0	0	0	0	0
DIPK2A	5463	24	26	18	33	44	36	24	36	29
RNA5SP144	116	0	0	0	0	0	0	0	0	0
ENSG00000280397	3634	0	0	0	0	0	0	0	0	0
LARP7P4	878	0	0	0	0	0	0	0	0	0
GM2AP1	521	0	0	0	0	0	0	0	0	0
RPL21P39	483	0	1	1	0	0	2	2	1	0
ENSG00000244358	1118	0	0	0	0	0	0	0	0	0
ENSG00000240095	569	0	0	0	0	0	0	0	0	0
ENSG00000261051	2095	4	1	0	0	1	0	4	0	0
ENSG00000243415	807	3	0	0	0	0	0	0	0	0
LNCSRLR	709	0	2	1	1	0	1	3	0	0
PLOD2	7663	173	178	127	145	317	159	182	142	130
PLSCR4	4231	9	7	0	12	12	18	2	14	8
ENSG00000243596	433	0	0	0	0	0	0	0	0	0
ENSG00000241358	914	0	0	0	0	0	0	0	0	0
PLSCR2	2709	1	0	1	0	0	1	0	0	0
ENSG00000279320	1991	0	0	0	0	0	0	2	0	0
PLSCR1	4332	39	52	31	61	132	106	42	82	39
RNU6-428P	107	0	0	0	0	0	0	0	0	0
PLSCR5	1271	0	0	0	0	0	0	0	2	0
PLSCR5-AS1	450	0	0	0	0	0	0	0	0	0
ENSG00000243620	4540	0	0	0	0	0	0	0	0	0
LINC02010	4232	0	0	0	0	0	0	0	0	0
RNU6-505P	107	0	0	0	0	0	0	0	0	0
RPL21P71	459	0	0	0	0	1	0	0	0	0
ZIC4	8517	0	0	0	0	0	0	0	0	0
ZIC4-AS1	268	0	0	0	0	0	0	0	0	0
ZIC1	6825	0	0	2	0	0	0	0	2	1
NPM1P28	840	0	0	0	0	0	0	0	0	0
ENSG00000289451	375	0	0	0	1	0	0	0	0	0
ENSG00000239661	493	0	0	0	0	0	0	0	0	0
ENSG00000239922	4030	0	0	0	6	1	0	0	8	0
ENSG00000285798	1759	0	0	0	0	0	0	0	0	0
LINC02032	2473	0	0	0	0	0	0	0	0	1
ENSG00000285660	708	0	0	0	0	0	0	0	0	0
ENSG00000241792	492	0	0	0	0	0	0	0	0	0
ENSG00000244650	604	0	0	0	0	0	0	0	0	0
HNRNPA1P20	955	0	0	0	0	0	0	0	0	0
LINC02045	1166	0	0	0	0	0	0	0	0	0
LINC02046	3764	0	0	0	0	0	0	0	0	0
ENSG00000285557	687	0	0	0	0	0	0	0	0	0
RPL38P1	211	0	0	0	0	0	0	0	0	0
AGTR1	3478	0	0	1	2	1	2	0	0	0
CPB1	5703	0	0	0	0	0	0	0	0	0
HMGB1P30	606	0	0	0	0	0	0	0	0	0
ENSG00000240521	1414	0	0	1	0	0	0	0	0	0
CPA3	1815	0	1	0	1	0	0	1	4	0
ENSG00000287198	859	0	0	0	0	0	0	0	0	0
UBQLN4P1	1801	0	0	0	0	0	0	0	1	0
GYG1	7551	215	195	149	86	357	130	147	95	152
HLTF	6024	5842	5348	3083	94	954	109	3888	73	3046
HLTF-AS1	415	0	0	0	0	0	0	0	0	0
MED28P2	317	0	0	0	0	0	0	0	0	0
HPS3	6202	50	58	38	192	120	161	77	185	35
CP	7072	0	1	0	0	1	1	2	0	0
ENSG00000286714	588	0	0	0	0	0	0	0	0	0
CPHL1P	3934	0	0	0	0	0	0	0	0	0
ENSG00000244468	551	4	2	4	6	0	3	1	2	2
TM4SF18	4357	0	0	0	0	0	0	0	0	0
ENSG00000243822	377	0	0	0	0	0	0	0	0	0
TM4SF1	3495	0	1	0	0	1	3	0	0	1
TM4SF1-AS1	2330	0	0	0	0	0	1	0	0	0
ENSG00000243885	1001	0	0	0	0	0	0	0	0	0
RPL32P8	231	0	0	0	0	0	0	0	0	0
ENSG00000241929	1020	0	0	0	0	0	0	0	0	1
FKBP1AP4	336	0	0	0	0	0	0	0	0	0
ENSG00000239408	363	0	0	0	0	0	0	0	0	0
TM4SF4	1530	0	0	0	0	0	0	0	0	0
ENSG00000244503	1336	0	0	0	0	0	0	0	0	0
WWTR1	8353	175	155	120	157	264	194	132	147	105
RNU6-1098P	96	0	0	0	0	0	0	0	0	0
WWTR1-IT1	451	0	0	0	0	0	0	0	0	0
WWTR1-AS1	2624	5	0	1	5	1	5	0	6	1
COMMD2	4895	372	370	192	206	333	308	264	225	201
ANKUB1	6544	0	2	0	0	2	0	1	0	2
RNU6-507P	100	0	0	0	0	0	0	0	0	0
RNF13	3573	162	159	142	82	326	117	150	99	95
RNU6-720P	108	0	0	0	0	0	0	0	0	0
NPM1P29	803	0	0	2	0	0	0	0	0	0
PFN2	3608	328	290	279	238	677	219	299	208	207
ENSG00000242791	721	0	0	1	0	0	0	0	0	0
TMEM183BP	1128	1	2	2	1	2	6	1	1	1
PPIAP73	403	0	0	0	0	0	0	0	0	0
HNRNPA1P24	1046	0	0	0	0	0	0	0	0	0
ENSG00000243944	1032	0	2	0	1	0	1	3	1	0
ENSG00000240477	728	0	0	0	0	0	1	0	0	0
LINC01998	1967	0	0	0	0	1	0	0	2	2
RPL32P9	407	0	0	0	0	0	0	0	0	0
ENSG00000241048	606	0	0	0	0	0	0	0	0	0
LINC01213	1719	0	0	0	0	2	0	1	1	0
LINC01214	1078	1	0	0	6	2	2	1	6	0
ENSG00000286501	2949	1	0	1	1	7	1	1	1	3
ENSG00000289086	515	15	14	15	27	8	48	10	26	7
TSC22D2	11704	123	118	99	76	337	105	154	80	114
SERP1	5743	2793	2765	1540	2343	1139	3245	1874	2194	1582
EIF2A	5905	414	375	336	260	754	361	411	250	319
SELENOT	4103	78	94	105	107	353	169	88	154	92
ENSG00000271711	616	1	0	0	0	0	0	0	0	0
ERICH6	2075	3	1	0	0	1	4	3	1	1
ERICH6-AS1	5769	8	17	11	6	6	12	12	4	17
SNRPCP3	476	0	0	0	0	0	0	0	0	0
ENSG00000287688	1467	0	2	0	0	2	0	0	0	1
SIAH2	2619	21	26	22	50	100	100	31	69	21
SIAH2-AS1	4076	3	0	1	0	0	2	0	3	0
ENSG00000289005	674	3	0	0	1	0	0	1	0	1
CLRN1-AS1	3064	0	0	1	0	0	2	0	0	0
MINDY4B	2355	0	0	0	0	0	0	0	0	0
ENSG00000260234	1329	0	0	0	0	0	0	0	0	0
ENSG00000243273	986	0	1	0	2	0	0	0	0	0
CLRN1	3351	1	0	0	0	0	0	0	1	0
ENSG00000276055	79	0	0	0	0	0	0	0	0	0
MED12L	14345	115	101	98	70	232	72	101	76	81
RNA5SP145	125	0	0	0	0	0	0	0	0	0
GPR171	1810	0	0	0	0	0	0	1	0	0
P2RY14	2890	0	1	0	0	0	0	1	0	0
SETP11	690	0	1	0	0	0	0	0	0	0
ENSG00000286273	1332	0	0	0	0	0	0	1	0	0
GPR87	1566	0	0	0	3	1	2	0	2	0
P2RY13	2765	0	0	0	0	0	2	0	0	0
P2RY12	2337	0	0	0	0	6	0	0	0	0
IGSF10	9222	4	2	4	0	15	2	7	3	4
MRPL42P6	371	0	0	0	0	0	0	0	0	0
ENSG00000242119	168	0	0	0	0	0	0	0	0	0
MIR5186	120	0	0	0	0	0	0	0	0	0
LINC02066	580	0	0	0	0	0	0	0	0	0
AADACL2	5071	0	0	0	0	0	0	0	0	0
AADACL2-AS1	635	1	0	0	0	0	0	0	0	0
